1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
2236秒,1,其他科室‐急诊科,4,2,2,3,3,5,1,4,4,1,5,5,5,5,4,4,2,4,2,5,4,4,3,4,2,1,5,2,1,4,3,1,4,2,2,4,1,4,4,2,1,1,4,2,2,3,2,2,2,4,2,4,4,4,5,4,3,5,5,1,1,4,5,4,4,3,5,3,5,4,3,3,4,4,2,3,2,2,2,2,3,3,2,3,1,1,4,2,1
370秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,1,4,5,1,5,5,5,5,3,3,3,5,3,3,3,3,5,3,2,1,5,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,3,3,5,5,5,5,5,3,3,3,3,1,3,3,3,3,5,3,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1
378秒,1,外科‐普外科,1,2,1,3,1,1,3,4,4,2,5,5,5,5,2,4,2,4,2,4,4,3,3,4,2,1,5,4,2,4,4,2,4,2,3,3,2,3,4,2,1,1,2,5,2,3,3,3,4,2,4,5,4,4,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4
756秒,1,其他科室‐急诊科,3,2,2,3,3,4,1,4,4,2,5,5,5,5,2,5,5,5,2,5,4,2,5,5,2,1,5,5,1,4,4,1,5,3,2,2,2,5,4,2,2,2,2,5,2,4,2,2,5,3,1,5,5,2,2,3,2,2,5,3,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
910秒,1,外科‐普外科,5,2,2,4,3,6,4,4,4,2,4,4,4,4,2,4,2,4,4,4,4,3,3,4,2,2,4,2,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,3,2,2,4,4,4,2,3,3,3,2,1,2,4,3,2,4,4,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1
420秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,2,4,5,2,5,5,5,5,5,5,2,5,4,5,5,2,4,5,1,1,5,4,1,5,5,1,5,3,3,3,4,4,4,2,3,3,3,4,4,4,2,3,3,4,2,4,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
972秒,1,外科‐普外科,3,2,2,3,2,4,1,2,1,5,1,1,1,1,2,1,1,1,2,2,2,2,4,4,1,1,5,4,2,5,5,1,4,2,1,2,2,2,4,1,2,2,1,5,1,4,2,3,3,3,2,5,4,2,3,3,3,4,5,3,4,3,3,5,4,3,2,2,2,5,3,3,2,3,2,4,4,3,3,3,3,2,2,2,2,1,4,1,2
414秒,1,外科‐神经外科,2,2,2,3,3,4,1,4,4,1,5,5,5,5,2,5,1,5,2,5,5,2,5,5,1,1,5,4,2,5,4,2,5,1,5,4,3,5,3,5,2,5,5,5,5,5,4,4,5,3,5,4,4,4,4,3,2,2,5,4,3,2,4,3,3,5,5,4,3,4,5,4,5,3,3,4,4,3,3,4,3,3,3,4,3,3,4,3,3
298秒,1,内科‐消化内科,1,2,1,3,2,2,2,4,4,1,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,1,5,2,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1
446秒,1,外科‐普外科,3,2,2,3,3,4,1,5,5,1,5,5,5,5,1,5,5,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,3,1,1,1,4,1,5,5,5,1,2,2,2,2,1,1,3,3,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1
331秒,1,外科‐神经外科,1,2,1,3,2,2,1,4,4,1,4,4,4,4,4,4,1,4,3,4,4,3,4,4,1,1,4,3,1,4,4,1,4,1,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,2,2,3,4,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,2,1,1,1,1,1
615秒,1,其他科室‐健康管理中心,3,2,2,4,3,4,3,3,5,1,5,5,5,5,1,5,1,5,2,5,5,2,5,5,1,1,5,4,1,5,5,1,5,1,3,3,2,3,4,3,3,1,2,4,2,3,2,4,2,4,2,4,4,4,4,3,3,4,1,1,1,4,3,3,3,4,2,2,4,4,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2
313秒,1,其他科室‐急诊科,1,2,1,3,1,1,3,4,4,2,4,4,4,4,2,4,2,4,4,4,3,3,4,4,3,2,4,3,2,4,4,2,4,2,2,2,2,4,4,2,3,2,2,4,3,2,2,2,2,2,2,4,4,2,3,4,3,4,4,3,2,3,3,3,4,3,3,3,4,4,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2
402秒,1,外科‐普外科,1,2,1,3,2,2,2,4,3,1,5,5,4,4,1,5,1,5,5,5,5,4,5,5,1,1,5,3,1,4,5,2,4,2,1,3,2,2,4,1,3,1,2,5,3,2,2,3,4,2,2,3,2,2,3,2,1,2,3,1,1,3,2,5,4,3,3,2,4,3,3,3,2,3,3,3,3,4,3,4,4,3,4,3,2,4,3,2,4
352秒,1,其他科室‐急诊科,3,2,1,4,3,4,3,4,5,2,5,5,5,5,2,5,1,4,5,5,5,4,4,4,3,1,5,2,1,2,3,4,3,2,2,4,4,3,3,4,4,2,4,4,3,3,3,3,3,1,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,4,1,5,5,3,5,2,3,3,4,2
285秒,1,其他科室‐急诊科,4,2,2,3,3,5,2,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,2,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,5,5,3,4,4,5,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2
947秒,1,其他科室‐其他,5,2,2,3,3,6,1,5,3,1,5,5,5,5,2,5,5,5,3,5,5,3,5,5,1,1,5,5,1,5,5,1,5,3,1,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,2,2,2,1,1,2,3,2,3,3,1,1,1,2,3,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1
370秒,1,外科‐神经外科,2,2,1,3,2,2,2,3,2,2,3,2,3,2,3,3,3,3,4,3,3,2,2,3,2,4,4,4,2,3,3,2,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,1,4,3,3,4,5,5,4,5,3,2,4,5,5,5,4,2,4,3,3,2,3,4,4,3,3,4,3,3,4,3,1,2,4,3,2,2,4,3
435秒,1,其他科室‐急诊科,4,2,2,3,3,4,1,5,5,1,5,5,5,5,1,5,1,5,1,5,5,3,5,5,1,1,5,5,2,5,5,2,5,1,2,2,2,4,5,1,1,1,1,5,2,2,2,1,2,3,2,5,5,5,1,3,3,3,5,2,3,4,3,2,3,2,3,3,3,2,3,3,3,3,2,3,1,1,2,2,2,2,1,1,1,1,2,1,1
555秒,1,内科‐肾脏内科,1,2,1,3,1,1,2,3,3,2,5,5,4,4,2,4,2,4,2,4,4,2,4,4,1,2,4,3,2,4,4,2,3,2,3,3,3,3,3,2,3,2,4,4,3,4,3,3,4,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1
510秒,1,其他科室‐其他,4,2,2,3,3,5,1,4,5,2,5,5,5,5,5,4,1,5,2,5,4,4,5,5,2,1,5,5,2,5,5,1,5,2,2,2,2,5,4,1,3,2,2,4,2,3,4,1,2,3,2,5,4,4,4,4,4,5,5,1,2,5,5,2,5,5,4,4,2,5,4,5,4,3,3,3,2,2,2,1,4,4,4,5,3,1,4,1,1
638秒,1,其他科室‐急诊科,2,2,2,3,3,4,2,3,4,2,5,5,4,5,2,3,3,3,4,4,4,4,4,4,3,2,4,4,2,4,4,2,4,2,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,5,2,3,3,3,4,4,4,5,5,3,2,5,4,4,4,4,5,4,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3
368秒,1,外科‐普外科,1,2,1,3,1,1,3,4,4,2,4,4,4,5,2,3,2,4,3,4,4,4,4,4,2,2,4,3,2,5,4,2,4,2,2,2,3,4,3,2,2,2,2,2,2,4,2,2,3,3,3,4,4,4,2,2,3,2,4,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
701秒,1,外科‐其他,3,2,2,3,3,4,1,1,1,3,5,5,5,5,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,5,4,4,4,4,1,1,1,5,5,5,5,5,5,4,5,4,5,1,1,4,4,4,4,1,1,2,2,4,5,5,4,4,3,2,4,3,4,2,3,3,2,5,3,1,3,3,3
741秒,1,外科‐普外科,2,2,1,3,2,3,4,4,5,2,5,5,5,5,1,5,2,5,5,5,5,4,5,5,1,1,5,5,1,5,5,1,5,1,2,2,4,3,4,2,5,2,3,5,2,2,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,3,3,5,5,4,4,4,5,4,4,1,2,5,3,3,4,4,3,3,3,3,3,3
646秒,1,其他科室‐健康管理中心,3,2,2,3,2,3,1,5,5,1,5,5,5,5,1,3,1,5,3,5,5,1,3,5,1,1,5,5,1,5,5,1,4,1,3,3,3,3,3,4,4,1,3,3,3,3,3,3,2,4,2,4,3,2,3,3,3,3,1,3,4,5,3,3,4,4,3,2,3,4,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2
436秒,1,内科‐内分泌科,3,2,2,3,3,3,2,5,5,1,4,5,4,4,4,4,1,4,4,5,4,2,4,4,1,1,5,4,1,4,4,1,4,1,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,3,3,4,4,2,3,5,4,5,5,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,5
425秒,1,外科‐神经外科,3,2,2,3,3,3,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,5,5,1,5,5,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
642秒,1,其他科室‐麻醉科,4,2,2,4,3,5,4,4,4,2,5,5,5,4,2,4,1,4,3,4,4,4,4,4,2,2,4,4,2,4,3,2,4,2,3,2,4,4,4,4,3,2,4,4,3,3,2,2,4,4,4,4,4,4,3,2,3,3,2,2,2,3,3,3,4,2,2,2,2,4,2,2,3,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2
443秒,1,其他科室‐急诊科,3,2,2,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
627秒,1,其他科室‐ICU,3,2,2,3,3,3,2,5,4,1,5,5,5,5,1,4,2,5,2,5,5,1,4,5,1,1,5,4,2,4,5,1,5,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,3,4,2,3,5,2,3,5,3,4,3,3,2,2,2,4,3,5,3,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1
306秒,1,外科‐肝胆胰外科,3,2,3,3,3,4,1,4,4,1,5,5,5,5,5,5,1,5,4,4,4,4,4,5,1,2,5,3,1,4,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
332秒,1,内科‐血液内科,2,2,2,3,2,2,2,4,4,1,4,4,4,4,4,4,4,3,1,4,4,2,4,4,1,2,4,3,2,3,4,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2
664秒,1,外科‐其他,5,2,2,3,3,6,1,5,5,1,1,5,5,5,1,4,1,5,4,5,5,4,4,5,1,1,5,4,1,5,5,1,5,1,1,3,4,1,5,5,2,1,1,5,1,3,1,1,1,1,5,5,5,1,3,3,3,4,2,2,2,4,4,3,4,4,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1
385秒,1,其他科室‐健康管理中心,4,2,2,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,2,4,3,4,4,2,4,4,2,2,4,2,4,4,4,4,3,4,3,5,4,4,5,5,3,5,5,4,3,5,5,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
353秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,3,4,4,1,5,5,5,4,2,4,1,5,3,4,4,3,4,4,2,1,5,3,2,4,4,2,4,3,2,2,2,5,5,2,2,1,4,4,3,2,1,1,3,3,3,4,5,4,4,4,3,3,1,1,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
405秒,1,外科‐普外科,3,2,2,3,3,3,1,4,4,2,4,2,4,4,3,4,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,2,4,3,2,2,2,4,4,2,2,2,2,4,2,2,2,2,3,4,3,4,4,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
315秒,1,外科‐其他,4,2,2,4,3,5,1,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,2,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4
278秒,1,其他科室‐麻醉科,3,2,2,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,4,4,2,2,2,4,3,4,4,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,2,2,4,3,3,3,4,4,3,4,5,3,4,4,4,4,4,4,4,3,3,3,4,3,2,3,4,3,3,4,4
328秒,1,外科‐其他,1,2,1,3,2,2,3,4,4,2,4,4,4,4,2,4,2,4,4,4,3,3,4,4,2,2,4,3,2,4,3,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,4,2,4,4,3,3,3,2,2,4,3,3,4,4,4,4,4,2,3,4,2,4,4,4,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,3
2006秒,1,其他科室‐急诊科,2,2,2,3,2,3,4,4,4,3,4,4,4,4,3,3,3,4,2,4,3,3,3,4,2,2,4,3,2,4,4,2,4,2,2,2,3,4,4,4,2,2,2,4,2,3,4,2,3,4,2,4,4,4,3,3,3,3,5,1,1,5,5,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,2,1,1
504秒,1,其他科室‐急诊科,2,2,2,4,3,3,1,4,4,2,4,4,4,4,4,3,2,3,2,4,4,3,4,4,3,2,5,3,3,2,4,2,4,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,5,2,3,5,4,5,4,5,5,5,5,5,4,5,4,4,4,3,2,3,2,3,1,3,3,3,3,3,3,1,1
543秒,1,其他科室‐健康管理中心,4,2,1,3,3,4,1,5,5,1,5,5,5,5,5,5,5,5,2,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,2,2,5,5,1,1,2,2,5,5,5,5,5,5,5,1,5,5,5,4,3,3,3,1,1,1,4,4,1,4,3,1,1,3,3,2,1,2,3,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1
423秒,1,其他科室‐ICU,3,2,2,1,3,4,4,3,3,2,3,4,4,4,3,4,3,4,3,4,3,3,4,4,3,3,4,4,3,4,3,2,3,2,3,3,3,2,2,3,3,2,2,3,3,3,4,3,2,4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
467秒,1,其他科室‐ICU,3,2,2,3,3,4,1,4,4,2,4,4,4,4,4,5,1,4,4,4,4,2,4,5,1,2,4,4,2,4,4,2,4,3,4,3,3,3,4,2,4,3,3,4,3,3,3,2,2,3,4,4,4,3,4,3,2,2,5,1,1,4,4,3,4,3,3,2,2,4,3,5,4,3,2,4,3,4,3,4,2,2,2,3,2,1,1,1,1
1157秒,1,外科‐其他,4,2,2,4,3,5,1,4,5,1,5,5,5,5,1,3,1,5,4,5,5,2,4,5,1,1,5,4,2,5,3,2,4,1,1,1,1,4,4,3,3,1,2,4,2,2,2,1,1,5,4,4,4,1,3,5,4,5,3,2,1,4,3,3,3,3,3,3,2,3,3,3,3,3,2,2,1,1,2,1,2,2,2,3,2,1,2,2,1
1231秒,1,其他科室‐急诊科,2,2,2,3,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,3,2,3,3,4,4,2,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,2,2,4,4,4,4,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,2,4,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2
549秒,1,内科‐肾脏内科,3,2,3,3,3,4,4,4,5,2,5,5,5,5,2,4,2,5,4,5,5,2,4,4,1,1,5,5,1,4,4,3,4,2,3,4,4,4,4,4,4,3,4,5,2,3,3,2,4,5,3,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2207秒,1,其他科室‐健康管理中心,4,2,2,3,3,5,2,4,5,1,5,5,5,4,2,5,1,5,3,4,4,3,5,5,1,2,5,4,2,5,4,2,5,2,3,3,3,4,4,3,4,2,3,4,3,2,3,2,3,2,3,4,4,4,2,1,3,3,1,2,1,2,2,3,4,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2
590秒,1,外科‐泌尿外科,3,2,2,3,3,4,4,5,5,1,5,5,5,5,1,5,1,5,4,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,4,1,1,1,1,5,1,1,1,1,1,4,2,5,5,4,2,4,3,4,5,2,1,4,3,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1
477秒,1,其他科室‐ICU,4,2,2,4,3,4,1,4,4,2,5,4,5,5,1,5,2,4,4,5,4,3,4,4,3,2,4,4,2,4,3,2,4,3,2,2,2,4,5,2,2,1,2,4,2,3,2,2,2,3,2,4,4,2,3,3,2,2,4,3,2,4,3,4,4,4,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,3,3,2,3,3,2
2249秒,1,外科‐肝胆胰外科,4,2,2,3,3,4,4,3,3,1,5,4,4,4,3,3,2,4,2,4,3,4,4,4,2,2,4,4,3,4,4,2,3,3,3,2,2,3,3,2,2,2,2,4,2,3,2,2,3,3,4,3,4,2,3,2,3,2,3,2,1,4,4,4,4,3,3,2,3,3,2,4,3,3,3,3,3,2,3,1,2,1,1,2,2,1,2,2,1
404秒,1,外科‐其他,3,2,2,3,3,3,3,4,4,2,5,5,5,5,4,4,4,5,3,4,4,2,3,4,2,2,5,4,2,5,4,2,5,3,2,3,3,4,4,3,4,3,3,4,3,3,3,3,4,2,3,3,3,3,4,3,3,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
637秒,1,其他科室‐ICU,3,2,2,4,3,3,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,4,2,4,4,2,4,2,2,2,4,3,4,2,2,2,2,4,2,3,2,2,2,3,2,4,4,2,3,3,3,3,4,3,2,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,3,2,3,2,3
2639秒,1,外科‐其他,3,2,2,3,3,3,4,5,5,1,5,5,5,5,5,4,1,4,3,5,4,2,5,5,1,1,5,3,1,4,5,1,5,1,3,2,2,5,4,3,2,3,3,3,3,3,3,2,2,3,2,3,5,3,3,3,2,2,4,1,1,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1
625秒,1,外科‐肝胆胰外科,4,2,2,3,3,5,1,4,5,2,5,5,5,5,1,5,5,5,2,5,4,2,4,4,1,1,5,4,1,5,4,1,5,2,1,2,1,5,5,1,1,1,2,5,2,2,1,1,3,3,2,5,5,3,4,3,3,3,4,2,1,4,4,4,4,3,1,3,3,2,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1
472秒,1,内科‐心血管内科,3,2,2,3,3,3,2,3,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,2,4,3,2,4,4,2,4,2,2,2,2,4,4,2,4,2,2,4,2,2,2,2,2,4,4,4,4,4,3,2,3,3,4,1,3,4,4,3,4,4,4,4,4,4,3,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,3,2,2
478秒,1,其他科室‐急诊科,4,2,2,3,3,5,1,4,4,1,4,5,5,4,5,3,1,4,4,4,4,3,3,4,1,2,5,2,2,4,4,2,4,3,2,3,2,3,3,2,3,3,3,4,3,3,2,3,2,2,2,3,3,3,4,2,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2
981秒,1,其他科室‐ICU,4,2,2,3,3,4,2,4,4,2,4,4,4,4,2,4,2,5,3,4,3,3,4,5,1,1,5,4,1,3,3,2,4,1,3,3,3,4,4,3,4,2,3,3,3,3,3,3,4,5,3,5,5,5,4,4,4,4,5,5,4,4,3,3,4,4,2,2,2,4,3,5,2,3,2,3,3,3,4,4,4,4,2,4,3,2,4,4,2
435秒,1,外科‐普外科,3,2,2,2,2,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,3,1,1,3,3,3,3,3,1,1,1,3,3,3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1
572秒,1,其他科室‐其他,2,2,1,3,2,2,4,3,5,2,4,4,4,4,3,4,2,3,4,4,4,2,4,4,2,3,4,4,2,3,4,2,4,2,3,4,2,2,4,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,4,3,5,5,4,5,5,4,3,5,5,3,5,3,3,2,2,3,3,3,3,3,5,4,3,3,3,3,3,2
423秒,1,其他科室‐ICU,2,2,2,3,3,3,2,3,4,3,4,4,4,4,2,3,2,4,2,4,4,2,3,4,2,2,4,3,2,4,4,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,2,4,3,3,3,4,4,4,5,3,3,3,3,3,2,2,3,4,4,3,3,3,3,3,3,2,2,3,3,3,4,2,2,2,3,2
390秒,1,外科‐泌尿外科,4,2,2,3,3,5,1,5,5,2,4,4,4,4,4,4,2,4,2,4,4,3,4,4,2,2,4,3,2,4,4,2,4,3,2,2,3,3,3,2,3,3,3,4,3,3,2,2,2,4,4,2,4,4,3,3,4,4,5,3,3,3,3,4,3,3,2,2,2,5,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3,1,2,2,2
441秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,4,5,2,1,5,5,1,5,5,1,5,1,2,2,4,4,3,2,4,3,3,5,2,2,2,4,5,3,1,5,5,5,3,4,3,4,1,2,1,3,3,2,1,1,1,1,3,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1005秒,1,外科‐其他,3,2,2,3,3,3,1,5,5,1,5,5,5,5,1,5,5,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414秒,1,其他科室‐ICU,1,1,1,3,2,2,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,4,3,3,4,4,3,4,4,3,3,3,3,3,3,2,3,3,4,4,4,3,3,4,4,4,3,5,4,3,4,5,4,3,5,4,4,4,4,3,4,3,2,2,3,3,3,3,3,3,4,3,4,3,2,3,3,3
4804秒,1,内科‐心血管内科,4,2,2,3,3,4,5,5,5,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,3,3,3,5,1,1,5,5,5,5,5,3,3,3,3,1,1,1,3,1,2,5,5,1,1,1,1,3,3,1,1,1,3,1
368秒,1,其他科室‐耳鼻咽喉科,4,2,2,3,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,1,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,5,3,3,3,3,3,5,2,5,5,2,3,5,5,3,4,4,4,4,5,5,3,5,4,4,4,3,3,3,2,1,3,1,2,2,2,2,3,1,3
1786秒,1,外科‐其他,1,2,2,3,2,2,4,4,4,2,4,4,5,5,2,4,2,4,4,4,4,4,4,4,2,2,4,3,2,4,4,2,4,2,2,3,3,4,3,2,3,4,3,4,2,3,3,2,4,4,3,4,4,4,2,2,3,2,4,4,1,4,3,3,3,3,1,1,2,4,2,3,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,1,1
525秒,1,内科‐血液内科,2,2,1,3,3,3,2,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
434秒,1,内科‐心血管内科,1,1,1,3,2,2,1,2,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,1,2,4,3,3,3,4,2,4,4,2,4,3,4,3,4,4,2,2,4,2,2,2,1,2,3,3,3,4,2,3,4,3,3,5,2,2,5,4,5,5,5,3,3,5,4,3,4,3,3,3,3,3,2,3,2,2,2,2,2,2,2,5,2,2
